id,name,Total XP
3973,Terminator,10
3980,Star Wars,10
4717,Trinity,10
6720,Pierre,10
8705,BTFD,10
4060,Doc,10
4113,Akiko,10
4705,Player 2,10
4708,Warrior,10
4711,Snowflake,10
1806,Tyler,10
1808,Nancy,10
2452,France,10
2459,Paul,10
6083,Grace,10
7239,Witchy,10
7240,Princess,10
8142,Theodore,10
8160,Gotchi King,10
7448,HAAMU,10
4509,Buterin_Vitalik,10
4510,Elon_Musk,10
6723,Snowden,10
696,Barack Obama,10
698,Logan Paul,10
4465,Venom,10
7456,Anti-Venom,10
3977,Fuck Banks,10
3978,Nicolas,10
383,Aavomination,10
965,Non Fungible,10
3093,Satoshi Nakamoto,10
6279,GOTCHI FLIP FLOPS,10
2828,Texton,10
7721,RATED,10
3979,Bugs Bunny,10
3981,Bill,10
4415,Inigo Montoya,10
5558,Nemo,10
5956,G.I. Joe,10
6221,ez69,10
6605,",",10
2784,CYCLOPS,10
5472,David Beckham,10
1146,Pilou X YFI,10
4928,NIC CARTER,10
7846,Sky,10
7976,ROSS ULBRICHT,10
8360,LAURA SHIN,10
5806,DukeP,10
7062,Spring Bubble,10
5731,MIKE TROUT,10
5864,YAO MING,10
6437,MF DOOM,5
7099,GIANNIS,10
7374,JAGGER,10
4702,Mozart,10
4707,Edward Snowden,10
4709,Dealer,10
2400,Dior,10
3833,HEFE,10
6146,Samantha,10
3402,Kobe <3,10
8898,Luka Magic,10
6709,Paper Boi,10
8756,Josh Allen,10
4040,AAVE,10
4047,BIG MAC,10
4919,POMP,10
4932,GAVIN ANDRESEN,10
8618,WILLY WOO,10
4561,Inky,10
4564,Pinky,10
4567,Pokey,10
8554,"""Inky""",10
9636,Blinky,10
2438,Leonardo DiCaprio,10
2439,Smith,10
3844,Asterix,10
3964,Juan,10
3970,Bruce Wayne,10
1151,Dumbo,10
1210,Based,10
394,E.T,10
7960,Draugr,10
9977,Estella,10
9978,_Satoshi_,10
9979,_Vitalik_,10
9980,Aurelien,10
2591,Rarity,10
3601,Farm4Ace,10
3602,Mystic,10
3603,Dodge,10
2871,DR. DRE,10
6902,PAC-MAN,10
6373,Don't drink and drive,10
6710,PoS,10
8103,mew,10
3593,pig,10
8032,Vitamin Buttermilk,10
9634,Clyde,10
1018,Stan Lee,10
6750,Kid Cudi,10
2913,EVAGATCHI,10
3475,CLEOPATRA,10
4164,DEEPTHI,10
4166,DIANA,10
4868,CHITTI,10
3922,VENTURE COINIST,10
4929,NICK SZABO,10
4933,ADAM BACK,10
3087,bigdaddy,10
6238,Mausi,10
8390,Fite Me,10
9347,ALL CAPS,10
560,Gonzo,5
1236,D,10
7367,Cyberpunk,10
558,~SUPER BOB~,10
2199,Swayze,10
461,Alibaba,10
9552,Namahage,10
9561,Gozer,10
4652,Lutic,10
9314,Ispira,10
6037,Nyan,10
6508,oh,5
6510,re,10
6518,Poggers,10
3232,Satoshi Nazarov,10
3233,@mcuban,10
3234,I am not a cat,10
3235,AAVEG.O.A.TCHI,10
3236,@elonmusk,10
3963,Antoine,10
3966,Jean,10
2879,Aries,10
5306,April,10
6853,Passive Income,10
7980,AmourGotchi,10
4320,SgtPepouze,10
1140,Zoe,10
3986,Sir,10
6079,SNX,10
990,JeSuisPepe,10
2712,Spectre of Communism,10
7579,Moongotchi,10
7597,Harry Kane,10
7598,Son Heung-min,10
7599,Maple,10
2783,Freedom Guy,10
5157,Gang$ter,10
5865,funguy,10
799,Little Hero,10
801,Buck$ Funny,10
918,SUPER SIZE ME,10
9616,ULTRAMON,10
5155,EIP 1559,10
7477,Wicked Witch of UNI,5
8310,Ape,5
8311,Ahmed,5
1293,MoonBoy,10
6807,SPARTAN,10
6819,],10
8681,Rolex,10
8809,THORChain,10
1187,M0RPHEUS,10
1569,M00NCAKE,10
375,CH00KITY,10
8448,CH00KITY-CH0K-CH0K,10
8748,Hustli,10
3673,ethermon,10
2626,Sagotchi Naavemoto,5
4435,NOMI,5
4828,Sataave Notchimoto,5
2943,Lucky kid,10
1929,Kate Upton,10
1932,HEIDI KLUM,10
1936,EMMASTONE,10
1474,Marauder,10
8436,Rastaagotchi,10
8327,Booh,10
4706,Spiderman,10
4713,50 Cent,10
5659,ROSA MATILDA,10
519,Farmer,5
8140,Sarge,10
1189,ROARINGKITTY,10
1310,STELLAR,10
9068,UNCLEROGER,10
6525,kylie jenner,10
6529,Babe Ruth,10
7101,Fiat,10
5231,Mouse,10
5888,CH00KITY-CH00K,10
6166,N30,10
9607,Gimli,10
240,Who Pet My Walrus,5
4197,Unicorn Boi,5
8789,Yuri Gagarin,5
6263,Yisus,10
4566,Manny Calavera,10
6324,Momma,10
5510,THE CRYPTO,5
5519,BRAAVE,5
1137,Stable Dai,10
8881,Mooky Bear,10
5407,LINKULATO,10
8907,BEAUMONT,10
6301,LIL WAYNE WHEEZY F,5
4904,Flo,10
4875,Dan P,10
8186,Fya,10
1354,Baynegatif,10
7817,Turrulin,10
2774,-3 IQ Degen,10
113,NotShure,10
6090,Approving,10
1981,Gottfried Leibniz,10
5700,LilGotchi,10
7143,PAK,10
5783,Nattiaitini,10
7849,Lapanen,10
5104,Loco,10
8048,PURP,10
9629,Andre_Cronje,10
3037,Sagittarius,10
3855,Goal Digger,10
5512,Wizzard,10
8409,The,10
1295,Karl Agathon,10
7080,Casper The Friendly Gh0st,10
3762,Trymacs,10
7716,MontanaBlack,10
9487,Crypto Gaming Germany,10
3274,Plumbus,10
6003,Taantengo,10
3965,Julian Assange,10
3968,Maria,10
3969,Li,10
1203,Satogotchi,10
2286,Lizzo,10
2287,Posh Spice,10
1547,CHANEL,10
7504,SWAROVSKI,10
9676,COLETTE,10
5029,KYC,10
4894,MyDrugs,10
4131,Casper FFG,10
7112,Dreamlike,10
1879,Rhiannon,10
514,Post Malone,10
7382,UNI-GOTCHI,10
4483,DYOR,10
8130,Bart,10
2545,200IQ PLAYS,10
6471,Moondoge,10
2787,Good Day To Dai Hard,10
3736,Ser Linky the Stinky,10
4228,girlgotcoins,10
4230,Got Chi?,10
5877,Rocky Balboa,10
8588,Love Gotchi,10
6096,MyticalSwap,10
9030,Butchi,10
6171,Eeyore,10
2722,aUnicorn,10
3847,Aaveni vidi vici,10
6465,Edith Piaf,10
829,Mini Game Savage 4 myths,5
1396,Kcirtap,10
3009,Optimus Prime,10
8730,frankenstein's monster,10
206,DAIamond Hands,5
3257,The First AAVEnger,10
7712,Muten Roshi,10
6933,Ficux,10
9388,Gobez,10
9389,Schwifty Nifty,5
3338,Domo,10
8206,Electron,5
1243,>:),10
1656,Compound,10
6389,The Machinist,5
7368,Buterium,5
9361,11,10
8126,Dollie,5
9489,Beeple Shadow,10
6665,,10
7024,-,10
9715,R,10
1963,Yiffster,10
1752,Anne Frank,10
4854,X AE A-12 GOTCHI,10
4212,Thor,10
8480,Mark Cuban,10
900,Blackpink Lisa,10
9040,Harley Quinn,10
2062,Tekashi69,10
7216,KobeBryant,10
8830,Babushka,10
9461,XP/Kinship/Badge,10
5325,RaveAGOTCHI,5
1728,J,10
4436,P,10
8531,#ERROR!,10
4118,Gotya,10
8293,AzmoDAI,10
2939,Cheddar,10
673,StefCyo,10
2911,MIYFI,10
3861,Gandalf's Horse,10
9168,Off,10
2487,FiftySat,10
5632,{Satoshi Nakamoto},10
932,[Satoshi Nakamoto],10
6094,50 SAT,10
1386,Gavin Andersen,10
2769,AI,10
5245,Donald,10
4740,Based and Yearn Pilled,10
4741,Joy,10
5142,The Chosen One,10
4920,ARTHUR HAYES,10
4922,EMIN GUN SIRER,10
3319,La Fiura,5
7420,Snoop Poly Doge,10
3652,Hard Luck Kid,10
7449,Uncle Charly,10
608,Chuck Norris,10
2834,Avalanche,10
1576,Tendies,10
1577,Mochi,10
1578,Rapmon,10
3917,Esskeetit,10
1905,Balthazar,10
1906,Indigo,10
4443,Floutch,10
9246,Spirit,10
5984,Tether Printer Goes Brrrr,10
3386,Flippening,10
1562,Trev,10
8453,smol ting,10
9368,^u^,10
1348,Joseph Vissarionovich,10
5658,LIL MATCHA,10
5660,SINI,10
410,D0NALD TRUMP,10
2290,Addison Rae,10
8061,@LoveGotchi,10
4214,Elon Musk,10
8483,Boa,10
8388,Keneda,10
7719,Zyg,10
1429,Unicone,10
928,Satoshi-Nakamoto,10
4315,Cuddly Boo,10
2531,lil moon boy,10
9038,waffles,10
9497,GENERAL KYLLINKKI,10
3873,Darthowl,10
4598,high xp/Rare+Myth PinkEye,10
4921,ZION,10
7492,Gomide,10
7494,Galhardo,10
3674,Vitaly Buterin,10
4,Lao Tzu,10
2018,Lucius,10
5384,Aubrey,10
1283,SHAZAM,10
1715,doobie,10
5194,Leviathan,10
489,Angle,10
5369,Litepiglet,10
4589,Fren,10
4129,"Trottr, The Horse",10
3404,THE HOLY GHOST,10
3857,THE HOLY SPIRIT,10
7945,SoulKeep3r,10
7430,Sarenbee,10
5940,Inc-ky,10
2851,Love Polygonal Mind,10
4232,Love POAP,10
4701,The Babadook,10
4536,IPO,10
6450,RUDRA,10
5332,APY.ISLAND,10
6251,Gotchi Ke,10
3510,The A King,10
6459,RIZAL,10
1491,Alexander the Great,10
5635,Ereshkigal,10
3149,ETH Maxi,10
8493,Layer 0,10
7743,ALON,10
487,9527,10
7531,AaveGucci,10
5160,SERGEY NAZAR0V,10
6468,GOTCHI GAATHERER,10
5331,APY.VISION,10
7740,HIRAYA,10
7431,,10
8581,Getya,10
9846,Gotch Mac Ether,10
9608,SER YFI,10
2819,Mr. Bones,10
1158,Gotchaa,10
4697,MYTH EYES XP Powerbank,10
2557,Pegasus,10
7429,Visionary,10
6460,Maximus,10
4361,RENAMED,10
1390,CaptainFantastic,5
7412,iHODL,5
2305,Dolly,10
5744,MoofGotchi,10
2311,Caaraavaaggio,10
8654,Redswap,10
446,BEST EYES,10
5330,Zapper.fi,10
4082,TIT,10
4486,Jake Paul,5
2369,Tether USDT,5
3904,MythicalHigh,5
6769,mariano,5
9071,Rafael,5
9088,HavokHD,5
5004,Ringo,5
5007,Flipper,5
5008,George,5
6796,Maroon 5,5
8582,Claire Elise Boucher,5
7355,Ghostbusters,5
8365,SATOSHIGOTCHI,5
8547,26112,5
4557,coin,5
9135,MANSIKKA,5
305,Mona,5
3208,Cheech,5
9860,Scaramucci,5
8752,! BOO !,5
2618,UNIGOTCHI APE,5
1286,Mr F,5
3651,Buzzbeeasaurus,5
7520,X AE A-XII,5
911,Never Forget,5
1030,Evil Blue Boo,5
159,Saint Rofl of Frogl,5
3370,homer,5
4003,BrillzGotchi,5
4669,Arweave,5
4982,Casper,5
5049,Sandiokan,5
5076,Bret Hitman Hart,5
5183,eris,5
5599,TRIPLE MYTHIC,5
6271,Chloerella,5
6469,Bankai,5
7132,cryptunez,5
7898,GH$TBU$TER$,5
8272,Dr. Strangelove,5
8434,Songoku Vegeta Friza,5
8869,Altcoin,5
9502,Impermanent Loss,5
1850,GHSTFACE KILLAH,10
